,target_meeting,target_meeting_date,median_forecast,mean_forecast,std_forecast,min_forecast,max_forecast,num_respondents
2016-12-01,R8/2017,2017-12-01,10.5,10.64,0.82,9.0,13.5,108.0
2016-12-02,R8/2017,2017-12-01,10.5,10.65,0.81,9.0,13.5,107.0
2016-12-05,R8/2017,2017-12-01,10.63,10.68,0.8,9.0,13.5,102.0
2016-12-06,R8/2017,2017-12-01,10.5,10.67,0.79,9.0,13.5,104.0
2016-12-07,R8/2017,2017-12-01,10.5,10.65,0.78,9.0,13.5,105.0
2016-12-08,R8/2017,2017-12-01,10.5,10.62,0.74,9.0,13.5,106.0
2016-12-09,R8/2017,2017-12-01,10.5,10.54,0.68,9.0,12.25,104.0
2016-12-12,R8/2017,2017-12-01,10.5,10.52,0.68,9.0,12.25,101.0
2016-12-13,R8/2017,2017-12-01,10.5,10.5,0.68,9.0,12.25,104.0
2016-12-14,R8/2017,2017-12-01,10.5,10.48,0.66,9.0,12.25,105.0
2016-12-15,R8/2017,2017-12-01,10.5,10.47,0.67,9.0,12.25,104.0
2016-12-16,R8/2017,2017-12-01,10.5,10.46,0.66,9.0,12.25,104.0
2016-12-19,R8/2017,2017-12-01,10.5,10.43,0.65,9.0,12.0,102.0
2016-12-20,R8/2017,2017-12-01,10.5,10.41,0.63,9.0,12.0,104.0
2016-12-21,R8/2017,2017-12-01,10.5,10.39,0.63,9.0,12.0,106.0
2016-12-22,R8/2017,2017-12-01,10.5,10.37,0.64,9.0,12.0,106.0
2016-12-23,R8/2017,2017-12-01,10.5,10.36,0.64,9.0,12.0,103.0
2016-12-26,R8/2017,2017-12-01,10.38,10.36,0.61,9.0,12.0,98.0
2016-12-27,R8/2017,2017-12-01,10.25,10.37,0.61,9.0,12.0,99.0
2016-12-28,R8/2017,2017-12-01,10.25,10.37,0.61,9.0,12.0,99.0
2016-12-29,R8/2017,2017-12-01,10.25,10.34,0.61,9.0,12.0,99.0
2016-12-30,R8/2017,2017-12-01,10.25,10.34,0.61,9.0,12.0,99.0
2017-01-02,R1/2018,2018-02-01,10.0,10.11,0.68,8.5,11.75,76.0
2017-01-03,R1/2018,2018-02-01,10.0,10.11,0.67,8.5,11.75,78.0
2017-01-04,R1/2018,2018-02-01,10.0,10.06,0.67,8.5,11.75,79.0
2017-01-05,R1/2018,2018-02-01,10.0,10.04,0.66,8.5,11.75,80.0
2017-01-06,R1/2018,2018-02-01,10.0,10.03,0.65,8.5,11.75,79.0
2017-01-09,R1/2018,2018-02-01,10.0,10.03,0.65,8.5,11.75,79.0
2017-01-10,R1/2018,2018-02-01,10.0,10.03,0.64,8.5,11.75,80.0
2017-01-11,R1/2018,2018-02-01,10.0,10.01,0.65,8.5,11.75,81.0
2017-01-12,R1/2018,2018-02-01,9.75,9.87,0.62,8.5,11.5,83.0
2017-01-13,R1/2018,2018-02-01,9.75,9.75,0.55,8.5,11.0,83.0
2017-01-16,R1/2018,2018-02-01,9.75,9.72,0.54,8.5,11.0,83.0
2017-01-17,R1/2018,2018-02-01,9.75,9.68,0.54,8.5,11.0,84.0
2017-01-18,R1/2018,2018-02-01,9.5,9.59,0.52,8.5,11.0,85.0
2017-01-19,R1/2018,2018-02-01,9.5,9.57,0.5,8.5,11.0,84.0
2017-01-20,R1/2018,2018-02-01,9.5,9.54,0.48,8.5,11.0,83.0
2017-01-23,R1/2018,2018-02-01,9.5,9.52,0.46,8.5,10.5,83.0
2017-01-24,R1/2018,2018-02-01,9.5,9.49,0.43,8.5,10.5,83.0
2017-01-25,R1/2018,2018-02-01,9.5,9.48,0.43,8.5,10.5,83.0
2017-01-26,R1/2018,2018-02-01,9.5,9.46,0.46,8.0,10.5,84.0
2017-01-27,R1/2018,2018-02-01,9.5,9.46,0.46,8.0,10.5,86.0
2017-01-30,R1/2018,2018-02-01,9.5,9.42,0.47,8.0,10.5,85.0
2017-01-31,R1/2018,2018-02-01,9.5,9.4,0.46,8.0,10.5,86.0
2017-02-01,R1/2018,2018-02-01,9.5,9.41,0.48,8.0,10.5,87.0
2017-02-02,R1/2018,2018-02-01,9.5,9.4,0.48,8.0,10.5,88.0
2017-02-03,R1/2018,2018-02-01,9.5,9.37,0.46,8.0,10.5,89.0
2017-02-06,R1/2018,2018-02-01,9.5,9.37,0.47,8.0,10.5,91.0
2017-02-07,R1/2018,2018-02-01,9.25,9.37,0.48,8.0,10.5,91.0
2017-02-08,R1/2018,2018-02-01,9.25,9.35,0.48,8.0,10.5,91.0
2017-02-09,R1/2018,2018-02-01,9.25,9.33,0.49,8.0,10.5,91.0
2017-02-10,R1/2018,2018-02-01,9.25,9.32,0.5,8.0,10.5,92.0
2017-02-13,R1/2018,2018-02-01,9.25,9.27,0.49,8.0,10.5,91.0
2017-02-14,R1/2018,2018-02-01,9.25,9.26,0.49,8.0,10.5,92.0
2017-02-15,R1/2018,2018-02-01,9.25,9.18,0.53,7.5,10.5,93.0
2017-02-16,R2/2018,2018-03-01,9.0,9.14,0.53,7.5,10.25,91.0
2017-02-17,R2/2018,2018-03-01,9.13,9.14,0.54,7.5,10.25,90.0
2017-02-20,R2/2018,2018-03-01,9.13,9.13,0.56,7.5,10.5,90.0
2017-02-21,R2/2018,2018-03-01,9.25,9.15,0.57,7.5,10.5,92.0
2017-02-22,R2/2018,2018-03-01,9.25,9.14,0.57,7.5,10.5,93.0
2017-02-23,R2/2018,2018-03-01,9.0,9.1,0.58,7.5,10.5,92.0
2017-02-24,R2/2018,2018-03-01,9.0,9.08,0.6,7.5,10.5,93.0
2017-02-27,R2/2018,2018-03-01,9.0,9.08,0.6,7.5,10.5,
2017-02-28,R2/2018,2018-03-01,9.0,9.08,0.6,7.5,10.5,
2017-03-01,R2/2018,2018-03-01,9.0,9.08,0.6,7.5,10.5,91.0
2017-03-02,R2/2018,2018-03-01,9.0,9.06,0.6,7.5,10.5,90.0
2017-03-03,R2/2018,2018-03-01,9.0,9.06,0.6,7.5,10.5,90.0
2017-03-06,R2/2018,2018-03-01,9.0,9.04,0.62,7.5,10.5,84.0
2017-03-07,R2/2018,2018-03-01,9.0,9.04,0.61,7.5,10.5,85.0
2017-03-08,R2/2018,2018-03-01,9.0,9.01,0.59,7.5,10.5,85.0
2017-03-09,R2/2018,2018-03-01,9.0,9.0,0.59,7.5,10.5,83.0
2017-03-10,R2/2018,2018-03-01,9.0,8.91,0.6,7.5,10.5,87.0
2017-03-13,R2/2018,2018-03-01,9.0,8.87,0.6,7.5,10.5,87.0
2017-03-14,R2/2018,2018-03-01,8.75,8.82,0.59,7.5,10.5,91.0
2017-03-15,R2/2018,2018-03-01,8.75,8.78,0.59,7.5,10.5,93.0
2017-03-16,R2/2018,2018-03-01,8.75,8.77,0.59,7.5,10.5,92.0
2017-03-17,R2/2018,2018-03-01,8.75,8.76,0.59,7.5,10.5,92.0
2017-03-20,R2/2018,2018-03-01,8.75,8.75,0.58,7.5,10.5,91.0
2017-03-21,R2/2018,2018-03-01,8.75,8.75,0.56,7.5,10.5,93.0
2017-03-22,R2/2018,2018-03-01,8.75,8.75,0.56,7.5,10.5,94.0
2017-03-23,R2/2018,2018-03-01,8.75,8.74,0.54,7.5,10.5,92.0
2017-03-24,R2/2018,2018-03-01,8.75,8.73,0.54,7.5,10.5,92.0
2017-03-27,R2/2018,2018-03-01,8.75,8.74,0.54,7.5,10.5,88.0
2017-03-28,R2/2018,2018-03-01,8.75,8.73,0.54,7.5,10.5,88.0
2017-03-29,R2/2018,2018-03-01,8.75,8.72,0.54,7.5,10.5,90.0
2017-03-30,R2/2018,2018-03-01,8.75,8.71,0.54,7.5,10.5,91.0
2017-03-31,R2/2018,2018-03-01,8.63,8.68,0.55,7.5,10.5,92.0
2017-04-03,R3/2018,2018-05-01,8.5,8.64,0.51,7.5,10.5,92.0
2017-04-04,R3/2018,2018-05-01,8.5,8.64,0.53,7.5,10.5,95.0
2017-04-05,R3/2018,2018-05-01,8.5,8.61,0.53,7.5,10.5,96.0
2017-04-06,R3/2018,2018-05-01,8.5,8.61,0.53,7.5,10.5,97.0
2017-04-07,R3/2018,2018-05-01,8.5,8.58,0.52,7.5,10.5,98.0
2017-04-10,R3/2018,2018-05-01,8.5,8.56,0.49,7.5,10.0,94.0
2017-04-11,R3/2018,2018-05-01,8.5,8.56,0.49,7.5,10.0,95.0
2017-04-12,R3/2018,2018-05-01,8.5,8.56,0.49,7.5,10.0,96.0
2017-04-13,R3/2018,2018-05-01,8.5,8.53,0.47,7.5,10.0,95.0
2017-04-14,R3/2018,2018-05-01,8.5,8.535,0.475,7.5,10.0,
2017-04-17,R3/2018,2018-05-01,8.5,8.54,0.48,7.5,10.0,92.0
2017-04-18,R3/2018,2018-05-01,8.5,8.52,0.48,7.5,10.0,92.0
2017-04-19,R3/2018,2018-05-01,8.5,8.52,0.45,7.5,9.75,92.0
2017-04-20,R3/2018,2018-05-01,8.5,8.52,0.51,7.5,10.5,94.0
2017-04-21,R3/2018,2018-05-01,8.5,8.51,0.515,7.5,10.5,
2017-04-24,R3/2018,2018-05-01,8.5,8.5,0.52,7.5,10.5,91.0
2017-04-25,R3/2018,2018-05-01,8.5,8.5,0.52,7.5,10.5,91.0
2017-04-26,R3/2018,2018-05-01,8.5,8.5,0.51,7.5,10.5,92.0
2017-04-27,R3/2018,2018-05-01,8.5,8.5,0.51,7.5,10.5,92.0
2017-04-28,R3/2018,2018-05-01,8.5,8.49,0.52,7.5,10.5,92.0
2017-05-01,R3/2018,2018-05-01,8.5,8.495000000000001,0.52,7.5,10.5,
2017-05-02,R3/2018,2018-05-01,8.5,8.5,0.52,7.5,10.5,89.0
2017-05-03,R3/2018,2018-05-01,8.5,8.48,0.51,7.5,10.5,92.0
2017-05-04,R3/2018,2018-05-01,8.5,8.46,0.52,7.5,10.5,92.0
2017-05-05,R3/2018,2018-05-01,8.5,8.48,0.52,7.5,10.5,91.0
2017-05-08,R3/2018,2018-05-01,8.5,8.48,0.52,7.5,10.5,87.0
2017-05-09,R3/2018,2018-05-01,8.5,8.47,0.51,7.5,10.5,90.0
2017-05-10,R3/2018,2018-05-01,8.5,8.45,0.5,7.5,10.5,92.0
2017-05-11,R3/2018,2018-05-01,8.5,8.42,0.49,7.5,10.5,92.0
2017-05-12,R3/2018,2018-05-01,8.5,8.41,0.48,7.5,10.5,92.0
2017-05-15,R3/2018,2018-05-01,8.5,8.35,0.55,7.0,10.5,92.0
2017-05-16,R3/2018,2018-05-01,8.25,8.31,0.57,7.0,10.5,93.0
2017-05-17,R4/2018,2018-06-01,8.25,8.26,0.6,7.0,10.5,94.0
2017-05-18,R4/2018,2018-06-01,8.25,8.29,0.67,7.0,11.25,94.0
2017-05-19,R4/2018,2018-06-01,8.25,8.28,0.67,7.0,11.25,92.0
2017-05-22,R4/2018,2018-06-01,8.5,8.35,0.65,7.0,11.25,93.0
2017-05-23,R4/2018,2018-06-01,8.5,8.36,0.62,7.0,10.5,93.0
2017-05-24,R4/2018,2018-06-01,8.5,8.43,0.63,7.0,10.5,94.0
2017-05-25,R4/2018,2018-06-01,8.5,8.43,0.63,7.0,10.5,94.0
2017-05-26,R4/2018,2018-06-01,8.5,8.44,0.6,7.0,9.75,94.0
2017-05-29,R4/2018,2018-06-01,8.5,8.46,0.63,7.0,10.5,97.0
2017-05-30,R4/2018,2018-06-01,8.5,8.48,0.61,7.0,10.5,98.0
2017-05-31,R4/2018,2018-06-01,8.5,8.49,0.61,7.0,10.5,99.0
2017-06-01,R4/2018,2018-06-01,8.5,8.49,0.61,7.0,10.5,101.0
2017-06-02,R4/2018,2018-06-01,8.5,8.49,0.61,7.0,10.5,101.0
2017-06-05,R4/2018,2018-06-01,8.5,8.48,0.62,7.0,10.5,97.0
2017-06-06,R4/2018,2018-06-01,8.5,8.48,0.62,7.0,10.5,97.0
2017-06-07,R4/2018,2018-06-01,8.5,8.48,0.62,7.0,10.5,97.0
2017-06-08,R4/2018,2018-06-01,8.5,8.48,0.61,7.0,10.5,96.0
2017-06-09,R4/2018,2018-06-01,8.5,8.48,0.6,7.0,10.5,97.0
2017-06-12,R4/2018,2018-06-01,8.5,8.48,0.6,7.0,10.5,95.0
2017-06-13,R4/2018,2018-06-01,8.5,8.48,0.6,7.0,10.5,95.0
2017-06-14,R4/2018,2018-06-01,8.5,8.47,0.59,7.0,10.5,95.0
2017-06-15,R4/2018,2018-06-01,8.5,8.46,0.59,7.0,10.5,
2017-06-16,R4/2018,2018-06-01,8.5,8.45,0.59,7.0,10.5,96.0
2017-06-19,R4/2018,2018-06-01,8.5,8.46,0.58,7.0,10.5,95.0
2017-06-20,R4/2018,2018-06-01,8.5,8.44,0.59,7.0,10.5,96.0
2017-06-21,R4/2018,2018-06-01,8.5,8.44,0.59,7.0,10.5,96.0
2017-06-22,R4/2018,2018-06-01,8.5,8.4,0.57,7.0,10.5,94.0
2017-06-23,R4/2018,2018-06-01,8.5,8.38,0.57,7.0,10.5,94.0
2017-06-26,R4/2018,2018-06-01,8.5,8.32,0.56,7.0,10.5,84.0
2017-06-27,R4/2018,2018-06-01,8.25,8.3,0.57,7.0,10.5,85.0
2017-06-28,R4/2018,2018-06-01,8.25,8.27,0.58,7.0,10.5,95.0
2017-06-29,R4/2018,2018-06-01,8.25,8.24,0.54,7.0,9.5,92.0
2017-06-30,R4/2018,2018-06-01,8.25,8.26,0.58,7.0,10.5,94.0
2017-07-03,R5/2018,2018-08-01,8.25,8.26,0.58,7.0,10.5,91.0
2017-07-04,R5/2018,2018-08-01,8.25,8.25,0.58,7.0,10.5,91.0
2017-07-05,R5/2018,2018-08-01,8.25,8.25,0.58,7.0,10.5,92.0
2017-07-06,R5/2018,2018-08-01,8.25,8.25,0.58,7.0,10.5,93.0
2017-07-07,R5/2018,2018-08-01,8.25,8.2,0.58,7.0,10.5,94.0
2017-07-10,R5/2018,2018-08-01,8.0,8.17,0.58,7.0,10.5,93.0
2017-07-11,R5/2018,2018-08-01,8.0,8.16,0.58,7.0,10.5,94.0
2017-07-12,R5/2018,2018-08-01,8.0,8.15,0.58,7.0,10.5,95.0
2017-07-13,R5/2018,2018-08-01,8.0,8.14,0.59,7.0,10.5,94.0
2017-07-14,R5/2018,2018-08-01,8.0,8.11,0.57,7.0,10.5,96.0
2017-07-17,R5/2018,2018-08-01,8.0,8.07,0.57,7.0,10.5,97.0
2017-07-18,R5/2018,2018-08-01,8.0,8.05,0.57,7.0,10.5,98.0
2017-07-19,R5/2018,2018-08-01,8.0,7.98,0.56,7.0,10.5,100.0
2017-07-20,R5/2018,2018-08-01,8.0,7.96,0.56,7.0,10.5,100.0
2017-07-21,R5/2018,2018-08-01,8.0,7.93,0.55,7.0,10.5,102.0
2017-07-24,R5/2018,2018-08-01,8.0,7.92,0.56,7.0,10.5,101.0
2017-07-25,R5/2018,2018-08-01,8.0,7.91,0.55,7.0,10.5,104.0
2017-07-26,R5/2018,2018-08-01,8.0,7.9,0.57,6.5,10.5,104.0
2017-07-27,R5/2018,2018-08-01,8.0,7.84,0.59,6.5,10.5,107.0
2017-07-28,R5/2018,2018-08-01,7.88,7.8,0.59,6.5,10.5,106.0
2017-07-31,R5/2018,2018-08-01,7.5,7.67,0.51,6.5,8.75,99.0
2017-08-01,R5/2018,2018-08-01,7.5,7.65,0.51,6.5,8.75,100.0
2017-08-02,R5/2018,2018-08-01,7.5,7.63,0.51,6.5,8.75,102.0
2017-08-03,R5/2018,2018-08-01,7.5,7.62,0.5,6.5,8.75,102.0
2017-08-04,R5/2018,2018-08-01,7.5,7.57,0.52,6.5,8.75,103.0
2017-08-07,R5/2018,2018-08-01,7.5,7.51,0.47,6.5,8.75,100.0
2017-08-08,R5/2018,2018-08-01,7.5,7.48,0.46,6.5,8.75,104.0
2017-08-09,R5/2018,2018-08-01,7.5,7.39,0.42,6.5,8.5,107.0
2017-08-10,R5/2018,2018-08-01,7.25,7.37,0.41,6.5,8.5,107.0
2017-08-11,R5/2018,2018-08-01,7.25,7.37,0.41,6.5,8.5,108.0
2017-08-14,R5/2018,2018-08-01,7.25,7.35,0.4,6.5,8.5,107.0
2017-08-15,R5/2018,2018-08-01,7.25,7.35,0.4,6.5,8.5,108.0
2017-08-16,R5/2018,2018-08-01,7.25,7.35,0.4,6.5,8.5,108.0
2017-08-17,R6/2018,2018-09-01,7.25,7.36,0.43,6.5,9.0,106.0
2017-08-18,R6/2018,2018-09-01,7.25,7.35,0.42,6.5,9.0,107.0
2017-08-21,R6/2018,2018-09-01,7.25,7.33,0.42,6.5,9.0,106.0
2017-08-22,R6/2018,2018-09-01,7.25,7.33,0.42,6.5,9.0,109.0
2017-08-23,R6/2018,2018-09-01,7.25,7.32,0.42,6.5,9.0,109.0
2017-08-24,R6/2018,2018-09-01,7.25,7.32,0.42,6.5,9.0,109.0
2017-08-25,R6/2018,2018-09-01,7.25,7.3,0.4,6.5,9.0,108.0
2017-08-28,R6/2018,2018-09-01,7.25,7.3,0.4,6.5,9.0,104.0
2017-08-29,R6/2018,2018-09-01,7.25,7.28,0.41,6.5,9.0,105.0
2017-08-30,R6/2018,2018-09-01,7.0,7.26,0.42,6.5,9.0,105.0
2017-08-31,R6/2018,2018-09-01,7.0,7.25,0.41,6.5,9.0,105.0
2017-09-01,R6/2018,2018-09-01,7.0,7.25,0.41,6.5,9.0,107.0
2017-09-04,R6/2018,2018-09-01,7.0,7.26,0.41,6.5,9.0,104.0
2017-09-05,R6/2018,2018-09-01,7.0,7.25,0.42,6.5,9.0,104.0
2017-09-06,R6/2018,2018-09-01,7.0,7.22,0.41,6.5,9.0,105.0
2017-09-07,R6/2018,2018-09-01,7.0,7.199999999999999,0.41,6.5,9.0,
2017-09-08,R6/2018,2018-09-01,7.0,7.18,0.41,6.5,9.0,108.0
2017-09-11,R6/2018,2018-09-01,7.0,7.17,0.41,6.5,9.0,104.0
2017-09-12,R6/2018,2018-09-01,7.0,7.15,0.41,6.5,9.0,104.0
2017-09-13,R6/2018,2018-09-01,7.0,7.15,0.41,6.5,9.0,104.0
2017-09-14,R6/2018,2018-09-01,7.0,7.14,0.42,6.5,9.0,105.0
2017-09-15,R6/2018,2018-09-01,7.0,7.1,0.41,6.5,9.0,106.0
2017-09-18,R7/2018,2018-10-01,7.0,7.19,0.46,6.5,9.5,102.0
2017-09-19,R7/2018,2018-10-01,7.0,7.16,0.4,6.5,8.25,102.0
2017-09-20,R7/2018,2018-10-01,7.0,7.13,0.38,6.5,8.25,103.0
2017-09-21,R7/2018,2018-10-01,7.0,7.12,0.39,6.5,8.25,100.0
2017-09-22,R7/2018,2018-10-01,7.0,7.11,0.4,6.5,8.25,101.0
2017-09-25,R7/2018,2018-10-01,7.0,7.08,0.39,6.5,8.25,99.0
2017-09-26,R7/2018,2018-10-01,7.0,7.07,0.38,6.5,8.25,99.0
2017-09-27,R7/2018,2018-10-01,7.0,6.99,0.38,6.25,8.25,99.0
2017-09-28,R7/2018,2018-10-01,7.0,6.99,0.38,6.25,8.25,99.0
2017-09-29,R7/2018,2018-10-01,7.0,6.98,0.38,6.25,8.25,100.0
2017-10-02,R7/2018,2018-10-01,7.0,6.98,0.38,6.25,8.25,98.0
2017-10-03,R7/2018,2018-10-01,7.0,7.0,0.4,6.25,8.5,99.0
2017-10-04,R7/2018,2018-10-01,7.0,6.99,0.4,6.25,8.5,100.0
2017-10-05,R7/2018,2018-10-01,7.0,6.98,0.38,6.25,8.5,100.0
2017-10-06,R7/2018,2018-10-01,7.0,6.97,0.38,6.25,8.5,100.0
2017-10-09,R7/2018,2018-10-01,7.0,6.96,0.37,6.25,8.5,97.0
2017-10-10,R7/2018,2018-10-01,7.0,6.96,0.38,6.25,8.5,98.0
2017-10-11,R7/2018,2018-10-01,7.0,6.96,0.38,6.5,8.5,98.0
2017-10-12,R7/2018,2018-10-01,7.0,6.955,0.38,6.5,8.5,
2017-10-13,R7/2018,2018-10-01,7.0,6.95,0.38,6.5,8.5,97.0
2017-10-16,R7/2018,2018-10-01,7.0,6.94,0.38,6.5,8.5,96.0
2017-10-17,R7/2018,2018-10-01,7.0,6.95,0.38,6.5,8.5,97.0
2017-10-18,R7/2018,2018-10-01,7.0,6.95,0.38,6.5,8.5,101.0
2017-10-19,R7/2018,2018-10-01,7.0,6.94,0.38,6.5,8.5,99.0
2017-10-20,R7/2018,2018-10-01,7.0,6.94,0.38,6.5,8.5,98.0
2017-10-23,R7/2018,2018-10-01,7.0,6.94,0.37,6.5,8.5,96.0
2017-10-24,R7/2018,2018-10-01,7.0,6.94,0.37,6.5,8.5,96.0
2017-10-25,R7/2018,2018-10-01,7.0,6.94,0.37,6.5,8.5,97.0
2017-10-26,R7/2018,2018-10-01,7.0,6.93,0.37,6.5,8.5,98.0
2017-10-27,R7/2018,2018-10-01,7.0,6.93,0.37,6.5,8.5,98.0
2017-10-30,R7/2018,2018-10-01,7.0,6.93,0.39,6.0,8.5,96.0
2017-10-31,R7/2018,2018-10-01,7.0,6.94,0.38,6.0,8.5,99.0
2017-11-01,R8/2018,2018-12-01,7.0,7.03,0.48,6.0,8.5,104.0
2017-11-02,R8/2018,2018-12-01,7.0,7.025,0.475,6.0,8.375,
2017-11-03,R8/2018,2018-12-01,7.0,7.02,0.47,6.0,8.25,102.0
2017-11-06,R8/2018,2018-12-01,7.0,7.01,0.47,6.0,8.25,100.0
2017-11-07,R8/2018,2018-12-01,7.0,7.0,0.46,6.0,8.25,101.0
2017-11-08,R8/2018,2018-12-01,7.0,7.01,0.46,6.0,8.25,103.0
2017-11-09,R8/2018,2018-12-01,7.0,7.0,0.45,6.0,8.25,103.0
2017-11-10,R8/2018,2018-12-01,7.0,7.0,0.45,6.0,8.25,104.0
2017-11-13,R8/2018,2018-12-01,7.0,7.01,0.46,6.0,8.25,103.0
2017-11-14,R8/2018,2018-12-01,7.0,7.01,0.46,6.0,8.25,104.0
2017-11-15,R8/2018,2018-12-01,7.0,7.005,0.455,6.0,8.25,
2017-11-16,R8/2018,2018-12-01,7.0,7.0,0.45,6.0,8.25,104.0
2017-11-17,R8/2018,2018-12-01,7.0,7.0,0.45,6.0,8.25,104.0
2017-11-20,R8/2018,2018-12-01,7.0,7.0,0.46,6.0,8.25,98.0
2017-11-21,R8/2018,2018-12-01,7.0,7.0,0.45,6.0,8.25,99.0
2017-11-22,R8/2018,2018-12-01,7.0,7.01,0.46,6.0,8.25,102.0
2017-11-23,R8/2018,2018-12-01,7.0,7.01,0.46,6.0,8.25,101.0
2017-11-24,R8/2018,2018-12-01,7.0,7.0,0.46,6.0,8.25,103.0
2017-11-27,R8/2018,2018-12-01,7.0,6.99,0.45,6.0,8.25,103.0
2017-11-28,R8/2018,2018-12-01,7.0,6.99,0.46,6.0,8.25,105.0
2017-11-29,R8/2018,2018-12-01,7.0,6.99,0.46,6.0,8.25,105.0
2017-11-30,R8/2018,2018-12-01,7.0,6.99,0.46,6.0,8.25,105.0
2017-12-01,R8/2018,2018-12-01,7.0,6.99,0.46,6.0,8.25,106.0
2017-12-04,R8/2018,2018-12-01,7.0,7.0,0.47,6.0,8.25,107.0
2017-12-05,R8/2018,2018-12-01,7.0,7.0,0.47,6.0,8.25,107.0
2017-12-06,R8/2018,2018-12-01,7.0,7.0,0.47,6.0,8.25,107.0
2017-12-07,R8/2018,2018-12-01,7.0,6.99,0.47,6.0,8.25,105.0
2017-12-08,R8/2018,2018-12-01,7.0,7.0,0.49,6.0,8.75,106.0
2017-12-11,R8/2018,2018-12-01,7.0,7.02,0.49,6.0,8.75,100.0
2017-12-12,R8/2018,2018-12-01,7.0,7.01,0.48,6.5,8.75,101.0
2017-12-13,R8/2018,2018-12-01,7.0,7.01,0.48,6.5,8.75,101.0
2017-12-14,R8/2018,2018-12-01,7.0,7.0,0.48,6.5,8.75,103.0
2017-12-15,R8/2018,2018-12-01,7.0,6.99,0.47,6.5,8.75,105.0
2017-12-18,R8/2018,2018-12-01,6.88,6.99,0.48,6.5,8.75,104.0
2017-12-19,R8/2018,2018-12-01,7.0,6.99,0.46,6.5,8.75,104.0
2017-12-20,R8/2018,2018-12-01,6.75,6.96,0.45,6.25,8.75,107.0
2017-12-21,R8/2018,2018-12-01,6.75,6.94,0.43,6.25,8.75,108.0
2017-12-22,R8/2018,2018-12-01,6.75,6.94,0.44,6.25,8.75,108.0
2017-12-25,R8/2018,2018-12-01,6.75,6.94,0.44,6.25,8.75,
2017-12-26,R8/2018,2018-12-01,6.75,6.94,0.44,6.25,8.75,106.0
2017-12-27,R8/2018,2018-12-01,6.75,6.93,0.43,6.25,8.75,106.0
2017-12-28,R8/2018,2018-12-01,6.75,6.92,0.43,6.25,8.75,104.0
2017-12-29,R8/2018,2018-12-01,6.75,6.92,0.42,6.25,8.75,106.0
2018-01-01,R8/2018,2018-12-01,7.0,7.140000000000001,0.525,6.375,8.875,
2018-01-02,R1/2019,2019-02-01,7.25,7.36,0.63,6.5,9.0,80.0
2018-01-03,R1/2019,2019-02-01,7.25,7.36,0.63,6.5,9.0,81.0
2018-01-04,R1/2019,2019-02-01,7.25,7.35,0.62,6.5,9.0,81.0
2018-01-05,R1/2019,2019-02-01,7.25,7.35,0.62,6.5,9.0,80.0
2018-01-08,R1/2019,2019-02-01,7.25,7.35,0.63,6.5,9.0,76.0
2018-01-09,R1/2019,2019-02-01,7.25,7.35,0.62,6.5,9.0,78.0
2018-01-10,R1/2019,2019-02-01,7.25,7.32,0.61,6.5,9.0,82.0
2018-01-11,R1/2019,2019-02-01,7.25,7.31,0.6,6.5,9.0,81.0
2018-01-12,R1/2019,2019-02-01,7.25,7.31,0.59,6.5,9.0,84.0
2018-01-15,R1/2019,2019-02-01,7.25,7.32,0.59,6.5,9.0,79.0
2018-01-16,R1/2019,2019-02-01,7.25,7.32,0.59,6.5,9.0,80.0
2018-01-17,R1/2019,2019-02-01,7.25,7.32,0.59,6.5,9.0,80.0
2018-01-18,R1/2019,2019-02-01,7.25,7.33,0.59,6.5,9.0,80.0
2018-01-19,R1/2019,2019-02-01,7.25,7.32,0.59,6.5,9.0,82.0
2018-01-22,R1/2019,2019-02-01,7.25,7.29,0.58,6.5,9.0,84.0
2018-01-23,R1/2019,2019-02-01,7.25,7.3,0.59,6.5,9.0,87.0
2018-01-24,R1/2019,2019-02-01,7.25,7.3,0.59,6.5,9.0,87.0
2018-01-25,R1/2019,2019-02-01,7.25,7.3,0.59,6.5,9.0,87.0
2018-01-26,R1/2019,2019-02-01,7.25,7.3,0.59,6.5,9.0,87.0
2018-01-29,R1/2019,2019-02-01,7.13,7.28,0.6,6.5,9.0,82.0
2018-01-30,R1/2019,2019-02-01,7.0,7.26,0.59,6.5,9.0,83.0
2018-01-31,R1/2019,2019-02-01,7.13,7.24,0.58,6.5,9.0,84.0
2018-02-01,R1/2019,2019-02-01,7.13,7.24,0.57,6.5,9.0,84.0
2018-02-02,R1/2019,2019-02-01,7.0,7.24,0.57,6.5,9.0,85.0
2018-02-05,R1/2019,2019-02-01,7.0,7.21,0.57,6.5,9.0,85.0
2018-02-06,R1/2019,2019-02-01,7.0,7.21,0.57,6.5,9.0,88.0
2018-02-07,R1/2019,2019-02-01,7.0,7.21,0.57,6.5,9.0,88.0
2018-02-08,R1/2019,2019-02-01,7.0,7.21,0.57,6.5,9.0,89.0
2018-02-09,R1/2019,2019-02-01,7.0,7.2,0.57,6.5,9.0,90.0
2018-02-12,R1/2019,2019-02-01,7.0,7.2,0.57,6.5,9.0,
2018-02-13,R1/2019,2019-02-01,7.0,7.2,0.57,6.5,9.0,
2018-02-14,R1/2019,2019-02-01,7.0,7.2,0.57,6.5,9.0,86.0
2018-02-15,R1/2019,2019-02-01,7.0,7.22,0.59,6.5,9.0,88.0
2018-02-16,R2/2019,2019-03-01,7.5,7.41,0.67,6.5,9.5,87.0
