,target_meeting,target_meeting_date,median_forecast,mean_forecast,std_forecast,min_forecast,max_forecast,num_respondents
2018-02-19,R2/2019,2019-03-01,7.5,7.39,0.67,6.5,9.5,86.0
2018-02-20,R2/2019,2019-03-01,7.5,7.37,0.67,6.5,9.5,87.0
2018-02-21,R2/2019,2019-03-01,7.25,7.34,0.67,6.25,9.5,89.0
2018-02-22,R2/2019,2019-03-01,7.25,7.34,0.66,6.25,9.5,88.0
2018-02-23,R2/2019,2019-03-01,7.25,7.33,0.66,6.25,9.5,88.0
2018-02-26,R2/2019,2019-03-01,7.25,7.3,0.66,6.25,9.5,91.0
2018-02-27,R2/2019,2019-03-01,7.25,7.3,0.66,6.25,9.5,91.0
2018-02-28,R2/2019,2019-03-01,7.25,7.3,0.66,6.25,9.5,92.0
2018-03-01,R2/2019,2019-03-01,7.25,7.28,0.66,6.25,9.5,92.0
2018-03-02,R2/2019,2019-03-01,7.25,7.26,0.67,6.25,9.5,93.0
2018-03-05,R2/2019,2019-03-01,7.25,7.23,0.64,6.25,9.5,91.0
2018-03-06,R2/2019,2019-03-01,7.25,7.23,0.64,6.25,9.5,91.0
2018-03-07,R2/2019,2019-03-01,7.25,7.23,0.64,6.25,9.5,92.0
2018-03-08,R2/2019,2019-03-01,7.25,7.23,0.64,6.25,9.5,92.0
2018-03-09,R2/2019,2019-03-01,7.25,7.21,0.66,6.0,9.5,90.0
2018-03-12,R2/2019,2019-03-01,7.0,7.18,0.65,6.0,9.25,91.0
2018-03-13,R2/2019,2019-03-01,7.0,7.14,0.65,6.0,9.25,91.0
2018-03-14,R2/2019,2019-03-01,7.0,7.03,0.63,6.0,9.25,98.0
2018-03-15,R2/2019,2019-03-01,7.0,7.02,0.62,6.0,9.25,99.0
2018-03-16,R2/2019,2019-03-01,6.75,7.02,0.63,6.0,9.25,99.0
2018-03-19,R2/2019,2019-03-01,6.75,7.0,0.62,6.0,9.25,97.0
2018-03-20,R2/2019,2019-03-01,6.75,6.99,0.63,6.0,9.25,98.0
2018-03-21,R2/2019,2019-03-01,6.75,6.99,0.63,6.0,9.25,98.0
2018-03-22,R2/2019,2019-03-01,6.5,6.86,0.65,6.0,9.25,96.0
2018-03-23,R2/2019,2019-03-01,6.5,6.81,0.65,6.0,9.25,95.0
2018-03-26,R2/2019,2019-03-01,6.5,6.73,0.63,6.0,9.25,88.0
2018-03-27,R2/2019,2019-03-01,6.5,6.71,0.62,6.0,9.25,89.0
2018-03-28,R2/2019,2019-03-01,6.5,6.68,0.61,6.0,9.25,91.0
2018-03-29,R2/2019,2019-03-01,6.5,6.67,0.61,6.0,9.25,93.0
2018-03-30,R2/2019,2019-03-01,6.625,6.8149999999999995,0.69,6.0,9.5,
2018-04-02,R3/2019,2019-05-01,6.75,6.96,0.77,6.0,9.75,90.0
2018-04-03,R3/2019,2019-05-01,6.75,6.95,0.76,6.0,9.75,91.0
2018-04-04,R3/2019,2019-05-01,6.75,6.94,0.77,6.0,9.75,91.0
2018-04-05,R3/2019,2019-05-01,6.75,6.92,0.75,6.0,9.75,91.0
2018-04-06,R3/2019,2019-05-01,6.63,6.91,0.75,6.0,9.75,92.0
2018-04-09,R3/2019,2019-05-01,6.5,6.89,0.75,6.0,9.75,93.0
2018-04-10,R3/2019,2019-05-01,6.5,6.88,0.76,6.0,9.75,94.0
2018-04-11,R3/2019,2019-05-01,6.5,6.87,0.76,6.0,9.75,94.0
2018-04-12,R3/2019,2019-05-01,6.5,6.86,0.71,6.0,9.0,93.0
2018-04-13,R3/2019,2019-05-01,6.5,6.87,0.75,6.0,9.0,95.0
2018-04-16,R3/2019,2019-05-01,6.5,6.84,0.72,6.0,9.0,86.0
2018-04-17,R3/2019,2019-05-01,6.5,6.85,0.72,6.0,9.0,89.0
2018-04-18,R3/2019,2019-05-01,6.5,6.8,0.72,6.0,9.0,93.0
2018-04-19,R3/2019,2019-05-01,6.5,6.79,0.73,6.0,9.0,94.0
2018-04-20,R3/2019,2019-05-01,6.5,6.79,0.73,6.0,9.0,94.0
2018-04-23,R3/2019,2019-05-01,6.5,6.79,0.73,6.0,9.0,92.0
2018-04-24,R3/2019,2019-05-01,6.5,6.79,0.73,6.0,9.0,92.0
2018-04-25,R3/2019,2019-05-01,6.5,6.79,0.73,6.0,9.0,92.0
2018-04-26,R3/2019,2019-05-01,6.5,6.79,0.73,6.0,9.0,92.0
2018-04-27,R3/2019,2019-05-01,6.5,6.77,0.72,6.0,9.0,93.0
2018-04-30,R3/2019,2019-05-01,6.5,6.77,0.72,6.0,9.0,91.0
2018-05-01,R3/2019,2019-05-01,6.5,6.76,0.715,6.0,9.0,
2018-05-02,R3/2019,2019-05-01,6.5,6.75,0.71,6.0,9.0,92.0
2018-05-03,R3/2019,2019-05-01,6.5,6.76,0.71,6.0,9.0,91.0
2018-05-04,R3/2019,2019-05-01,6.5,6.77,0.72,6.0,9.0,89.0
2018-05-07,R3/2019,2019-05-01,6.5,6.76,0.73,6.0,9.0,89.0
2018-05-08,R3/2019,2019-05-01,6.5,6.76,0.73,6.0,9.0,89.0
2018-05-09,R3/2019,2019-05-01,6.5,6.75,0.72,6.0,9.0,93.0
2018-05-10,R3/2019,2019-05-01,6.5,6.77,0.73,6.0,9.0,90.0
2018-05-11,R3/2019,2019-05-01,6.5,6.76,0.72,6.0,9.0,90.0
2018-05-14,R3/2019,2019-05-01,6.5,6.73,0.71,6.0,9.0,88.0
2018-05-15,R3/2019,2019-05-01,6.5,6.74,0.71,6.0,9.0,91.0
2018-05-16,R3/2019,2019-05-01,6.5,6.74,0.71,6.0,9.0,91.0
2018-05-17,R4/2019,2019-06-01,6.5,6.92,0.74,6.0,9.0,89.0
2018-05-18,R4/2019,2019-06-01,6.75,6.96,0.74,6.0,9.0,90.0
2018-05-21,R4/2019,2019-06-01,6.75,6.98,0.73,6.0,9.0,87.0
2018-05-22,R4/2019,2019-06-01,6.75,7.01,0.72,6.0,9.0,91.0
2018-05-23,R4/2019,2019-06-01,6.75,7.01,0.7,6.0,9.0,92.0
2018-05-24,R4/2019,2019-06-01,6.75,7.02,0.7,6.0,9.0,91.0
2018-05-25,R4/2019,2019-06-01,6.75,7.03,0.69,6.0,9.0,91.0
2018-05-28,R4/2019,2019-06-01,6.75,7.03,0.69,6.0,9.0,90.0
2018-05-29,R4/2019,2019-06-01,6.75,7.03,0.69,6.0,9.0,90.0
2018-05-30,R4/2019,2019-06-01,6.75,7.03,0.69,6.0,9.0,90.0
2018-05-31,R4/2019,2019-06-01,6.75,7.03,0.69,6.0,9.0,
2018-06-01,R4/2019,2019-06-01,6.75,7.03,0.69,6.0,9.0,90.0
2018-06-04,R4/2019,2019-06-01,6.75,7.04,0.69,6.0,9.0,89.0
2018-06-05,R4/2019,2019-06-01,6.75,7.05,0.69,6.0,9.0,89.0
2018-06-06,R4/2019,2019-06-01,6.75,7.08,0.7,6.0,9.0,89.0
2018-06-07,R4/2019,2019-06-01,7.0,7.12,0.73,6.25,9.0,89.0
2018-06-08,R4/2019,2019-06-01,7.0,7.14,0.74,6.25,9.0,92.0
2018-06-11,R4/2019,2019-06-01,7.0,7.18,0.76,6.25,9.0,88.0
2018-06-12,R4/2019,2019-06-01,7.0,7.18,0.76,6.25,9.0,88.0
2018-06-13,R4/2019,2019-06-01,7.0,7.25,0.78,6.25,9.0,90.0
2018-06-14,R4/2019,2019-06-01,7.0,7.24,0.77,6.25,9.0,94.0
2018-06-15,R4/2019,2019-06-01,7.0,7.25,0.77,6.25,9.0,92.0
2018-06-18,R5/2019,2019-07-01,7.5,7.59,0.82,6.5,9.5,84.0
2018-06-19,R5/2019,2019-07-01,7.5,7.57,0.79,6.5,9.5,85.0
2018-06-20,R5/2019,2019-07-01,7.5,7.59,0.8,6.5,9.5,86.0
2018-06-21,R5/2019,2019-07-01,7.5,7.59,0.8,6.5,9.5,84.0
2018-06-22,R5/2019,2019-07-01,7.5,7.59,0.79,6.5,9.5,83.0
2018-06-25,R5/2019,2019-07-01,7.5,7.6,0.8,6.5,9.5,81.0
2018-06-26,R5/2019,2019-07-01,7.5,7.61,0.79,6.5,9.5,83.0
2018-06-27,R5/2019,2019-07-01,7.5,7.61,0.79,6.5,9.5,83.0
2018-06-28,R5/2019,2019-07-01,7.5,7.61,0.79,6.5,9.5,83.0
2018-06-29,R5/2019,2019-07-01,7.5,7.61,0.78,6.5,9.5,85.0
2018-07-02,R5/2019,2019-07-01,7.59,7.62,0.78,6.5,9.5,84.0
2018-07-03,R5/2019,2019-07-01,7.5,7.62,0.78,6.5,9.5,85.0
2018-07-04,R5/2019,2019-07-01,7.75,7.65,0.79,6.5,9.5,87.0
2018-07-05,R5/2019,2019-07-01,7.5,7.62,0.8,6.5,9.5,88.0
2018-07-06,R5/2019,2019-07-01,7.5,7.6,0.81,6.5,9.5,89.0
2018-07-09,R5/2019,2019-07-01,7.5,7.6,0.8,6.5,9.5,86.0
2018-07-10,R5/2019,2019-07-01,7.5,7.63,0.81,6.5,9.5,89.0
2018-07-11,R5/2019,2019-07-01,7.5,7.63,0.81,6.5,9.5,89.0
2018-07-12,R5/2019,2019-07-01,7.5,7.63,0.81,6.5,9.5,89.0
2018-07-13,R5/2019,2019-07-01,7.5,7.61,0.8,6.5,9.5,89.0
2018-07-16,R5/2019,2019-07-01,7.5,7.61,0.79,6.5,9.5,87.0
2018-07-17,R5/2019,2019-07-01,7.5,7.62,0.8,6.5,9.5,88.0
2018-07-18,R5/2019,2019-07-01,7.5,7.61,0.8,6.5,9.5,89.0
2018-07-19,R5/2019,2019-07-01,7.5,7.62,0.79,6.5,9.5,91.0
2018-07-20,R5/2019,2019-07-01,7.63,7.63,0.81,6.5,9.5,90.0
2018-07-23,R5/2019,2019-07-01,7.75,7.64,0.81,6.5,9.5,90.0
2018-07-24,R5/2019,2019-07-01,7.63,7.62,0.81,6.5,9.5,90.0
2018-07-25,R5/2019,2019-07-01,7.63,7.62,0.81,6.5,9.5,90.0
2018-07-26,R5/2019,2019-07-01,7.5,7.61,0.81,6.5,9.5,91.0
2018-07-27,R5/2019,2019-07-01,7.5,7.6,0.81,6.5,9.5,91.0
2018-07-30,R5/2019,2019-07-01,7.5,7.58,0.81,6.5,9.5,89.0
2018-07-31,R5/2019,2019-07-01,7.5,7.57,0.8,6.5,9.5,91.0
2018-08-01,R5/2019,2019-07-01,7.5,7.57,0.8,6.5,9.5,91.0
2018-08-02,R6/2019,2019-09-01,7.75,7.78,0.8,6.5,10.0,93.0
2018-08-03,R6/2019,2019-09-01,7.75,7.77,0.79,6.5,10.0,95.0
2018-08-06,R6/2019,2019-09-01,7.75,7.78,0.78,6.5,10.0,93.0
2018-08-07,R6/2019,2019-09-01,7.75,7.78,0.78,6.5,10.0,93.0
2018-08-08,R6/2019,2019-09-01,7.75,7.78,0.78,6.5,10.0,93.0
2018-08-09,R6/2019,2019-09-01,7.75,7.78,0.78,6.5,10.0,95.0
2018-08-10,R6/2019,2019-09-01,7.75,7.77,0.8,6.5,10.0,94.0
2018-08-13,R6/2019,2019-09-01,7.75,7.76,0.8,6.5,10.0,94.0
2018-08-14,R6/2019,2019-09-01,7.75,7.76,0.8,6.5,10.0,94.0
2018-08-15,R6/2019,2019-09-01,7.75,7.76,0.8,6.5,10.0,94.0
2018-08-16,R6/2019,2019-09-01,7.75,7.75,0.78,6.5,10.0,91.0
2018-08-17,R6/2019,2019-09-01,7.75,7.74,0.79,6.5,10.0,91.0
2018-08-20,R6/2019,2019-09-01,7.63,7.68,0.77,6.5,10.0,86.0
2018-08-21,R6/2019,2019-09-01,7.75,7.69,0.76,6.5,10.0,87.0
2018-08-22,R6/2019,2019-09-01,7.75,7.73,0.8,6.5,10.0,93.0
2018-08-23,R6/2019,2019-09-01,7.75,7.73,0.8,6.5,10.0,94.0
2018-08-24,R6/2019,2019-09-01,7.75,7.73,0.8,6.5,10.0,93.0
2018-08-27,R6/2019,2019-09-01,7.75,7.74,0.81,6.5,10.0,89.0
2018-08-28,R6/2019,2019-09-01,7.75,7.74,0.81,6.5,10.0,90.0
2018-08-29,R6/2019,2019-09-01,7.75,7.74,0.81,6.5,10.0,90.0
2018-08-30,R6/2019,2019-09-01,7.75,7.72,0.77,6.5,9.5,89.0
2018-08-31,R6/2019,2019-09-01,7.75,7.72,0.79,6.5,9.5,89.0
2018-09-03,R6/2019,2019-09-01,7.75,7.73,0.79,6.5,9.5,88.0
2018-09-04,R6/2019,2019-09-01,7.75,7.74,0.8,6.5,9.5,89.0
2018-09-05,R6/2019,2019-09-01,7.75,7.74,0.8,6.5,9.5,89.0
2018-09-06,R6/2019,2019-09-01,7.75,7.75,0.8,6.5,9.5,90.0
2018-09-07,R6/2019,2019-09-01,7.75,7.75,0.8,6.5,9.5,
2018-09-10,R6/2019,2019-09-01,7.75,7.75,0.8,6.5,9.5,89.0
2018-09-11,R6/2019,2019-09-01,7.75,7.76,0.81,6.5,9.5,90.0
2018-09-12,R6/2019,2019-09-01,7.75,7.79,0.84,6.5,10.0,92.0
2018-09-13,R6/2019,2019-09-01,7.75,7.79,0.84,6.5,10.0,92.0
2018-09-14,R6/2019,2019-09-01,7.75,7.77,0.84,6.5,10.0,92.0
2018-09-17,R7/2019,2019-10-01,8.0,7.94,0.81,6.5,10.0,88.0
2018-09-18,R7/2019,2019-10-01,8.0,7.95,0.79,6.5,10.0,91.0
2018-09-19,R7/2019,2019-10-01,8.0,7.95,0.79,6.5,10.0,91.0
2018-09-20,R7/2019,2019-10-01,8.0,7.96,0.8,6.5,10.0,92.0
2018-09-21,R7/2019,2019-10-01,8.0,7.95,0.79,6.5,10.0,92.0
2018-09-24,R7/2019,2019-10-01,8.0,7.95,0.8,6.5,10.0,88.0
2018-09-25,R7/2019,2019-10-01,8.0,7.94,0.8,6.5,10.0,88.0
2018-09-26,R7/2019,2019-10-01,8.0,7.94,0.8,6.5,10.0,88.0
2018-09-27,R7/2019,2019-10-01,8.0,7.94,0.8,6.5,10.0,88.0
2018-09-28,R7/2019,2019-10-01,8.0,7.96,0.8,6.5,10.0,89.0
2018-10-01,R7/2019,2019-10-01,8.0,7.98,0.8,6.5,10.0,87.0
2018-10-02,R7/2019,2019-10-01,8.0,7.97,0.78,6.5,10.0,87.0
2018-10-03,R7/2019,2019-10-01,8.0,7.97,0.78,6.5,10.0,88.0
2018-10-04,R7/2019,2019-10-01,8.0,7.97,0.78,6.5,10.0,88.0
2018-10-05,R7/2019,2019-10-01,8.0,7.99,0.76,6.5,10.0,88.0
2018-10-08,R7/2019,2019-10-01,8.0,7.98,0.77,6.5,10.0,88.0
2018-10-09,R7/2019,2019-10-01,8.0,7.98,0.76,6.5,10.0,89.0
2018-10-10,R7/2019,2019-10-01,8.0,7.97,0.78,6.5,10.0,89.0
2018-10-11,R7/2019,2019-10-01,8.0,7.97,0.77,6.5,10.0,90.0
2018-10-12,R7/2019,2019-10-01,8.0,7.945,0.76,6.5,9.75,
2018-10-15,R7/2019,2019-10-01,8.0,7.92,0.75,6.5,9.5,85.0
2018-10-16,R7/2019,2019-10-01,8.0,7.92,0.75,6.5,9.5,85.0
2018-10-17,R7/2019,2019-10-01,8.0,7.9,0.75,6.5,9.5,85.0
2018-10-18,R7/2019,2019-10-01,8.0,7.9,0.75,6.5,9.5,85.0
2018-10-19,R7/2019,2019-10-01,8.0,7.89,0.74,6.5,9.5,85.0
2018-10-22,R7/2019,2019-10-01,8.0,7.89,0.74,6.5,9.5,85.0
2018-10-23,R7/2019,2019-10-01,8.0,7.88,0.74,6.5,9.5,85.0
2018-10-24,R7/2019,2019-10-01,8.0,7.82,0.65,6.5,9.5,89.0
2018-10-25,R7/2019,2019-10-01,8.0,7.82,0.64,6.5,9.5,92.0
2018-10-26,R7/2019,2019-10-01,8.0,7.8,0.62,6.5,9.5,93.0
2018-10-29,R7/2019,2019-10-01,8.0,7.8,0.62,6.5,9.5,94.0
2018-10-30,R7/2019,2019-10-01,8.0,7.8,0.62,6.5,9.5,94.0
2018-10-31,R7/2019,2019-10-01,8.0,7.78,0.62,6.5,9.5,94.0
2018-11-01,R8/2019,2019-12-01,8.0,7.89,0.59,6.5,9.5,94.0
2018-11-02,R8/2019,2019-12-01,8.0,7.875,0.58,6.5,9.5,
2018-11-05,R8/2019,2019-12-01,8.0,7.86,0.57,6.5,9.5,94.0
2018-11-06,R8/2019,2019-12-01,8.0,7.89,0.62,6.5,10.5,97.0
2018-11-07,R8/2019,2019-12-01,8.0,7.89,0.63,6.5,10.5,98.0
2018-11-08,R8/2019,2019-12-01,8.0,7.89,0.62,6.5,10.5,99.0
2018-11-09,R8/2019,2019-12-01,8.0,7.86,0.64,6.5,10.5,99.0
2018-11-12,R8/2019,2019-12-01,8.0,7.85,0.66,6.5,10.5,97.0
2018-11-13,R8/2019,2019-12-01,8.0,7.85,0.66,6.5,10.5,97.0
2018-11-14,R8/2019,2019-12-01,8.0,7.79,0.66,6.5,10.5,98.0
2018-11-15,R8/2019,2019-12-01,8.0,7.79,0.66,6.5,10.5,
2018-11-16,R8/2019,2019-12-01,8.0,7.79,0.66,6.5,10.5,99.0
2018-11-19,R8/2019,2019-12-01,8.0,7.74,0.69,6.5,10.5,97.0
2018-11-20,R8/2019,2019-12-01,8.0,7.73,0.7,6.5,10.5,97.0
2018-11-21,R8/2019,2019-12-01,8.0,7.71,0.71,6.5,10.5,99.0
2018-11-22,R8/2019,2019-12-01,7.75,7.69,0.72,6.5,10.5,98.0
2018-11-23,R8/2019,2019-12-01,7.75,7.68,0.72,6.5,10.5,98.0
2018-11-26,R8/2019,2019-12-01,7.75,7.63,0.7,6.5,10.5,95.0
2018-11-27,R8/2019,2019-12-01,7.75,7.63,0.7,6.5,10.5,97.0
2018-11-28,R8/2019,2019-12-01,7.75,7.63,0.7,6.5,10.5,97.0
2018-11-29,R8/2019,2019-12-01,7.75,7.63,0.7,6.5,10.5,97.0
2018-11-30,R8/2019,2019-12-01,7.75,7.6,0.7,6.5,10.5,97.0
2018-12-03,R8/2019,2019-12-01,7.75,7.59,0.71,6.5,10.5,96.0
2018-12-04,R8/2019,2019-12-01,7.75,7.57,0.71,6.5,10.5,96.0
2018-12-05,R8/2019,2019-12-01,7.75,7.56,0.7,6.5,10.5,100.0
2018-12-06,R8/2019,2019-12-01,7.63,7.55,0.7,6.5,10.5,100.0
2018-12-07,R8/2019,2019-12-01,7.5,7.51,0.65,6.5,9.0,99.0
2018-12-10,R8/2019,2019-12-01,7.5,7.49,0.66,5.75,9.0,98.0
2018-12-11,R8/2019,2019-12-01,7.5,7.49,0.66,5.75,9.0,98.0
2018-12-12,R8/2019,2019-12-01,7.5,7.48,0.67,5.75,9.0,98.0
2018-12-13,R8/2019,2019-12-01,7.5,7.46,0.67,5.75,9.0,98.0
2018-12-14,R8/2019,2019-12-01,7.5,7.42,0.68,5.75,9.0,98.0
2018-12-17,R8/2019,2019-12-01,7.5,7.33,0.68,5.5,9.0,102.0
2018-12-18,R8/2019,2019-12-01,7.5,7.3,0.69,5.5,9.0,103.0
2018-12-19,R8/2019,2019-12-01,7.25,7.27,0.68,5.5,9.0,103.0
2018-12-20,R8/2019,2019-12-01,7.25,7.19,0.68,5.5,9.0,103.0
2018-12-21,R8/2019,2019-12-01,7.25,7.18,0.68,5.5,9.0,105.0
2018-12-24,R8/2019,2019-12-01,7.13,7.17,0.68,5.5,9.0,100.0
2018-12-25,R8/2019,2019-12-01,7.0649999999999995,7.165,0.675,5.5,9.0,
2018-12-26,R8/2019,2019-12-01,7.0,7.16,0.67,5.5,9.0,102.0
2018-12-27,R8/2019,2019-12-01,7.13,7.17,0.68,5.5,9.0,100.0
2018-12-28,R8/2019,2019-12-01,7.13,7.17,0.68,5.5,9.0,100.0
2018-12-31,R8/2019,2019-12-01,7.13,7.17,0.68,5.5,9.0,100.0
2019-01-01,R8/2019,2019-12-01,7.3149999999999995,7.32,0.72,5.5,9.0,
2019-01-02,R1/2020,2020-02-01,7.5,7.47,0.76,5.5,9.0,81.0
2019-01-03,R1/2020,2020-02-01,7.5,7.48,0.76,5.5,9.0,81.0
2019-01-04,R1/2020,2020-02-01,7.5,7.48,0.76,5.5,9.0,81.0
2019-01-07,R1/2020,2020-02-01,7.5,7.43,0.75,5.5,9.0,76.0
2019-01-08,R1/2020,2020-02-01,7.5,7.43,0.75,5.5,9.0,76.0
2019-01-09,R1/2020,2020-02-01,7.5,7.42,0.75,5.5,9.0,76.0
2019-01-10,R1/2020,2020-02-01,7.5,7.41,0.76,5.5,9.0,77.0
2019-01-11,R1/2020,2020-02-01,7.5,7.43,0.75,5.5,9.0,80.0
2019-01-14,R1/2020,2020-02-01,7.5,7.44,0.75,5.5,9.0,81.0
2019-01-15,R1/2020,2020-02-01,7.5,7.44,0.77,5.5,9.0,82.0
2019-01-16,R1/2020,2020-02-01,7.5,7.43,0.77,5.5,9.0,82.0
2019-01-17,R1/2020,2020-02-01,7.5,7.44,0.73,5.5,9.0,81.0
2019-01-18,R1/2020,2020-02-01,7.5,7.41,0.73,5.5,9.0,87.0
2019-01-21,R1/2020,2020-02-01,7.25,7.39,0.72,5.5,9.0,83.0
2019-01-22,R1/2020,2020-02-01,7.25,7.38,0.72,5.5,9.0,83.0
2019-01-23,R1/2020,2020-02-01,7.25,7.38,0.72,5.5,9.0,83.0
2019-01-24,R1/2020,2020-02-01,7.25,7.38,0.72,5.5,9.0,83.0
2019-01-25,R1/2020,2020-02-01,7.25,7.36,0.71,5.5,9.0,83.0
2019-01-28,R1/2020,2020-02-01,7.25,7.36,0.71,5.5,9.0,80.0
2019-01-29,R1/2020,2020-02-01,7.25,7.35,0.72,5.5,9.0,83.0
2019-01-30,R1/2020,2020-02-01,7.25,7.34,0.72,5.5,9.0,84.0
2019-01-31,R1/2020,2020-02-01,7.25,7.32,0.73,5.5,9.0,88.0
2019-02-01,R1/2020,2020-02-01,7.0,7.12,0.81,5.5,9.0,93.0
2019-02-04,R1/2020,2020-02-01,7.0,7.12,0.81,5.5,9.0,93.0
2019-02-05,R1/2020,2020-02-01,7.0,7.12,0.81,5.5,9.0,93.0
2019-02-06,R1/2020,2020-02-01,7.0,7.12,0.81,5.5,9.0,93.0
2019-02-07,R1/2020,2020-02-01,7.0,7.12,0.81,5.5,9.0,93.0
2019-02-08,R1/2020,2020-02-01,7.0,7.11,0.8,5.5,9.0,93.0
2019-02-11,R1/2020,2020-02-01,7.0,7.1,0.8,5.5,9.0,93.0
2019-02-12,R1/2020,2020-02-01,7.0,7.09,0.81,5.5,9.0,93.0
2019-02-13,R1/2020,2020-02-01,7.0,7.09,0.81,5.5,9.0,93.0
2019-02-14,R1/2020,2020-02-01,7.0,7.07,0.8,5.5,9.0,92.0
2019-02-15,R1/2020,2020-02-01,7.0,7.02,0.78,5.5,9.0,94.0
2019-02-18,R2/2020,2020-03-01,7.0,7.14,0.8,5.5,9.0,90.0
2019-02-19,R2/2020,2020-03-01,7.0,7.14,0.8,5.5,9.0,90.0
2019-02-20,R2/2020,2020-03-01,7.0,7.15,0.8,5.5,9.0,91.0
2019-02-21,R2/2020,2020-03-01,7.0,7.15,0.8,5.5,9.0,91.0
2019-02-22,R2/2020,2020-03-01,7.0,7.12,0.8,5.5,9.0,93.0
2019-02-25,R2/2020,2020-03-01,7.0,7.11,0.8,5.5,9.0,92.0
2019-02-26,R2/2020,2020-03-01,7.0,7.11,0.8,5.5,9.0,92.0
2019-02-27,R2/2020,2020-03-01,7.0,7.11,0.8,5.5,9.0,92.0
2019-02-28,R2/2020,2020-03-01,7.0,7.09,0.82,5.5,9.0,91.0
2019-03-01,R2/2020,2020-03-01,7.0,7.07,0.83,5.5,9.0,90.0
2019-03-04,R2/2020,2020-03-01,7.0,7.0633333333333335,0.8333333333333333,5.5,9.0,
2019-03-05,R2/2020,2020-03-01,7.0,7.056666666666667,0.8366666666666667,5.5,9.0,
2019-03-06,R2/2020,2020-03-01,7.0,7.05,0.84,5.5,9.0,84.0
2019-03-07,R2/2020,2020-03-01,7.0,7.04,0.83,5.5,9.0,87.0
2019-03-08,R2/2020,2020-03-01,7.0,7.03,0.83,5.5,9.0,88.0
2019-03-11,R2/2020,2020-03-01,7.0,7.03,0.84,5.5,9.0,89.0
2019-03-12,R2/2020,2020-03-01,7.0,7.01,0.84,5.5,9.0,89.0
2019-03-13,R2/2020,2020-03-01,7.0,6.94,0.85,5.5,9.0,89.0
2019-03-14,R2/2020,2020-03-01,7.0,6.91,0.84,5.5,9.0,87.0
2019-03-15,R2/2020,2020-03-01,6.75,6.83,0.8,5.5,9.0,92.0
2019-03-18,R2/2020,2020-03-01,6.5,6.8,0.8,5.5,9.0,92.0
2019-03-19,R2/2020,2020-03-01,6.5,6.8,0.8,5.5,9.0,92.0
2019-03-20,R2/2020,2020-03-01,6.5,6.8,0.8,5.5,9.0,93.0
2019-03-21,R2/2020,2020-03-01,6.5,6.8,0.79,5.5,9.0,94.0
2019-03-22,R2/2020,2020-03-01,6.5,6.73,0.79,5.5,9.0,94.0
2019-03-25,R2/2020,2020-03-01,6.5,6.73,0.79,5.5,9.0,93.0
2019-03-26,R2/2020,2020-03-01,6.5,6.74,0.79,5.5,9.0,95.0
2019-03-27,R2/2020,2020-03-01,6.5,6.73,0.79,5.5,9.0,96.0
2019-03-28,R2/2020,2020-03-01,6.5,6.7,0.81,5.5,9.0,97.0
2019-03-29,R2/2020,2020-03-01,6.5,6.67,0.79,5.5,9.0,97.0
2019-04-01,R2/2020,2020-03-01,6.5,6.68,0.79,5.5,9.0,97.0
2019-04-02,R3/2020,2020-05-01,6.75,6.9,0.85,5.5,9.0,96.0
2019-04-03,R3/2020,2020-05-01,6.75,6.9,0.85,5.5,9.0,96.0
2019-04-04,R3/2020,2020-05-01,6.75,6.89,0.85,5.5,9.0,96.0
2019-04-05,R3/2020,2020-05-01,6.75,6.89,0.85,5.5,9.0,97.0
2019-04-08,R3/2020,2020-05-01,6.75,6.89,0.85,5.5,9.0,96.0
2019-04-09,R3/2020,2020-05-01,6.75,6.89,0.85,5.5,9.0,96.0
2019-04-10,R3/2020,2020-05-01,6.75,6.9,0.86,5.5,9.0,97.0
2019-04-11,R3/2020,2020-05-01,6.75,6.89,0.85,5.5,9.0,97.0
2019-04-12,R3/2020,2020-05-01,6.75,6.86,0.85,5.5,9.0,97.0
2019-04-15,R3/2020,2020-05-01,6.75,6.88,0.86,5.5,9.0,89.0
2019-04-16,R3/2020,2020-05-01,6.5,6.86,0.86,5.0,9.0,92.0
2019-04-17,R3/2020,2020-05-01,6.5,6.84,0.84,5.0,9.0,92.0
2019-04-18,R3/2020,2020-05-01,6.5,6.79,0.85,5.0,9.0,95.0
2019-04-19,R3/2020,2020-05-01,6.5,6.79,0.85,5.0,9.0,
2019-04-22,R3/2020,2020-05-01,6.5,6.79,0.85,5.0,9.0,97.0
2019-04-23,R3/2020,2020-05-01,6.5,6.8,0.85,5.0,9.0,98.0
2019-04-24,R3/2020,2020-05-01,6.5,6.79,0.85,5.0,9.0,98.0
2019-04-25,R3/2020,2020-05-01,6.5,6.79,0.84,5.0,9.0,99.0
2019-04-26,R3/2020,2020-05-01,6.5,6.79,0.84,5.0,9.0,99.0
2019-04-29,R3/2020,2020-05-01,6.5,6.78,0.84,5.0,9.0,95.0
2019-04-30,R3/2020,2020-05-01,6.5,6.77,0.83,5.0,9.0,97.0
2019-05-01,R3/2020,2020-05-01,6.5,6.77,0.825,5.0,9.0,
2019-05-02,R3/2020,2020-05-01,6.5,6.77,0.82,5.0,9.0,98.0
2019-05-03,R3/2020,2020-05-01,6.5,6.71,0.81,5.0,9.0,101.0
2019-05-06,R3/2020,2020-05-01,6.5,6.72,0.82,5.0,9.0,102.0
2019-05-07,R3/2020,2020-05-01,6.5,6.72,0.81,5.0,9.0,103.0
